0.000000	4.688319	-1.786938	0.783338	0.534108	-0.153029	-0.827383	-0.082152	-0.027876	0.033207	0.800006
0.005000	4.688177	-1.786770	0.787350	0.534640	-0.152990	-0.826976	-0.082863	-0.029272	0.033992	0.804771
0.010000	4.688028	-1.786598	0.791382	0.535178	-0.152945	-0.826562	-0.083605	-0.030043	0.034999	0.808240
0.015000	4.687878	-1.786421	0.795429	0.535715	-0.152884	-0.826146	-0.084391	-0.030230	0.035853	0.810462
0.020000	4.687727	-1.786240	0.799484	0.536244	-0.152821	-0.825731	-0.085213	-0.029905	0.036316	0.811406
0.025000	4.687579	-1.786059	0.803540	0.536768	-0.152768	-0.825314	-0.086049	-0.029255	0.036089	0.811225
0.030000	4.687435	-1.785881	0.807594	0.537289	-0.152725	-0.824896	-0.086890	-0.028469	0.035167	0.810357
0.035000	4.687295	-1.785709	0.811642	0.537804	-0.152680	-0.824481	-0.087725	-0.027620	0.033777	0.808910
0.040000	4.687158	-1.785544	0.815682	0.538317	-0.152627	-0.824067	-0.088553	-0.026953	0.031990	0.806951
0.045000	4.687025	-1.785390	0.819712	0.538828	-0.152566	-0.823657	-0.089371	-0.026473	0.029821	0.805101
0.050000	4.686893	-1.785247	0.823734	0.539337	-0.152496	-0.823250	-0.090170	-0.026116	0.027383	0.803612
0.055000	4.686763	-1.785116	0.827749	0.539846	-0.152427	-0.822845	-0.090943	-0.026152	0.024730	0.802343
0.060000	4.686631	-1.785000	0.831759	0.540360	-0.152367	-0.822438	-0.091677	-0.026659	0.021855	0.801509
0.065000	4.686495	-1.784898	0.835765	0.540883	-0.152312	-0.822028	-0.092362	-0.027538	0.018902	0.801217
0.070000	4.686355	-1.784810	0.839771	0.541412	-0.152266	-0.821619	-0.092986	-0.028684	0.016222	0.801161
0.075000	4.686208	-1.784735	0.843777	0.541956	-0.152228	-0.821204	-0.093543	-0.030048	0.013868	0.801131
0.080000	4.686055	-1.784671	0.847783	0.542516	-0.152194	-0.820784	-0.094039	-0.031259	0.011815	0.801125
0.085000	4.685896	-1.784616	0.851787	0.543088	-0.152157	-0.820361	-0.094491	-0.032016	0.010125	0.800698
0.090000	4.685735	-1.784569	0.855787	0.543677	-0.152105	-0.819932	-0.094913	-0.032448	0.008495	0.799357
0.095000	4.685573	-1.784531	0.859778	0.544275	-0.152041	-0.819501	-0.095315	-0.032446	0.006842	0.797003
0.100000	4.685412	-1.784501	0.863755	0.544867	-0.151968	-0.819076	-0.095706	-0.031824	0.005358	0.793636
0.105000	4.685256	-1.784477	0.867713	0.545458	-0.151878	-0.818655	-0.096084	-0.030659	0.004013	0.789761
0.110000	4.685107	-1.784460	0.871652	0.546050	-0.151766	-0.818238	-0.096455	-0.029104	0.002803	0.785874
0.115000	4.684966	-1.784448	0.875572	0.546629	-0.151625	-0.817834	-0.096825	-0.027239	0.002019	0.781920
0.120000	4.684834	-1.784438	0.879471	0.547190	-0.151458	-0.817446	-0.097201	-0.025312	0.001818	0.777626
0.125000	4.684712	-1.784429	0.883348	0.547733	-0.151265	-0.817072	-0.097593	-0.023681	0.001961	0.773114
0.130000	4.684597	-1.784418	0.887202	0.548263	-0.151059	-0.816707	-0.097991	-0.022440	0.002264	0.768599
0.135000	4.684487	-1.784407	0.891033	0.548796	-0.150852	-0.816342	-0.098367	-0.021454	0.002415	0.763828
0.140000	4.684381	-1.784396	0.894840	0.549339	-0.150658	-0.815973	-0.098696	-0.020822	0.001929	0.758770
0.145000	4.684278	-1.784389	0.898620	0.549890	-0.150482	-0.815602	-0.098966	-0.020590	0.000786	0.753454
0.150000	4.684175	-1.784389	0.902373	0.550455	-0.150307	-0.815228	-0.099180	-0.020654	-0.000657	0.747626
0.155000	4.684071	-1.784396	0.906096	0.551031	-0.150133	-0.814850	-0.099350	-0.020946	-0.002288	0.741713
0.160000	4.683965	-1.784412	0.909790	0.551607	-0.149970	-0.814476	-0.099470	-0.021151	-0.004025	0.736043
0.165000	4.683859	-1.784436	0.913456	0.552176	-0.149831	-0.814108	-0.099537	-0.021227	-0.005509	0.730226
0.170000	4.683753	-1.784466	0.917092	0.552739	-0.149731	-0.813742	-0.099555	-0.021328	-0.006698	0.724049
0.175000	4.683646	-1.784502	0.920697	0.553298	-0.149681	-0.813376	-0.099524	-0.021491	-0.007571	0.718110
0.180000	4.683538	-1.784541	0.924275	0.553858	-0.149685	-0.813003	-0.099450	-0.021649	-0.008079	0.713130
0.185000	4.683429	-1.784582	0.927831	0.554435	-0.149725	-0.812615	-0.099351	-0.021861	-0.008390	0.709046
0.190000	4.683320	-1.784624	0.931368	0.555032	-0.149770	-0.812212	-0.099247	-0.021830	-0.008526	0.705704
0.195000	4.683212	-1.784666	0.934889	0.555635	-0.149790	-0.811806	-0.099162	-0.021203	-0.008121	0.702761
0.200000	4.683109	-1.784704	0.938395	0.556238	-0.149766	-0.811404	-0.099111	-0.020138	-0.007013	0.699566
0.205000	4.683012	-1.784735	0.941884	0.556830	-0.149687	-0.811014	-0.099109	-0.018765	-0.005465	0.696021
0.210000	4.682922	-1.784757	0.945354	0.557393	-0.149563	-0.810644	-0.099152	-0.016988	-0.003476	0.692226
0.215000	4.682843	-1.784769	0.948805	0.557929	-0.149423	-0.810293	-0.099225	-0.014987	-0.001071	0.688253
0.220000	4.682772	-1.784769	0.952237	0.558449	-0.149276	-0.809950	-0.099325	-0.013233	0.001162	0.684302
0.225000	4.682709	-1.784758	0.955649	0.558956	-0.149126	-0.809612	-0.099450	-0.011790	0.002961	0.680410
